	reactant	product	byproduct	reagent	solvent	catalyst	yield
341	C=CC(=O)OCCCCCCOc1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(OCCCCCCOC(=O)C=C)cc3)c(C(=O)O)c2)cc1.CCCCCC[C@H](C)Oc1cc(N)c(-c2ccc(C(=O)Oc3ccc(CO)cc3)cc2)cc1[N+](=O)[O-]	C=CC(=O)OCCCCCCOc1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(OCCCCCCOC(=O)C=C)cc3)c(C(=O)OCc3ccc(OC(=O)c4ccc(-c5cc([N+](=O)[O-])c(O[C@@H](C)CCCCCC)cc5N)cc4)cc3)c2)cc1	empty	empty	ClCCl	empty	0.0
342	C#CC(=O)O.OCCCCCCCc1ccccc1	C#CC(=O)OCCCCCCCc1ccccc1	empty	empty	O	empty	0.0
343	CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1	CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(=O)(=O)NC(=O)OC(C)(C)C)c1	empty	empty	CCOC(C)=O.ClCCl	empty	0.0
344	CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.CC(C)(C)[Si](OC[C@H]1CCC(=O)N1)(c1ccccc1)c1ccccc1	CC(C)(C)OC(=O)N1C(=O)CC[C@@H]1CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C	empty	Cl.[Cl-].[NH4+]	empty	empty	0.0
345	CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.Clc1cccc([C@@H]2CNCC[C@H]2c2ccccc2)c1	CC(C)(C)OC(=O)N1CC[C@@H](c2ccccc2)[C@H](c2cccc(Cl)c2)C1	empty	OC(=O)[O-].[Na+]	empty	empty	0.0
346	CC(Cc1ccc2c(c1)OC(CN)O2)N(C)C(=O)OC(C)(C)C.O=C(Cl)OCc1ccccc1	CC(Cc1ccc2c(c1)OC(CNC(=O)OCc1ccccc1)O2)N(C)C(=O)OC(C)(C)C	empty	CCN(C(C)C)C(C)C	empty	empty	0.0
347	CC(=O)SCC(Cc1ccccc1)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O	C[C@H](NC(=O)C(CS)Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O	empty	empty	empty	[Zn]	0.0
348	CC(C)(C)OC(=O)NC1CCC(C(=O)Nc2cc(OCc3ccc(C(=N)NO)cc3)cc(OCc3ccc(C(=N)NO)cc3)c2)CC1	CC(C)(C)OC(=O)NC1CCC(C(=O)Nc2cc(OCc3ccc(C(=N)N)cc3)cc(OCc3ccc(C(=N)N)cc3)c2)CC1	empty	empty	empty	[Zn]	0.0
349	COC(=O)[C@]1(c2cccc(F)c2C)C=C(c2ccnn2C)CC1	COC(=O)[C@@]1(c2cccc(F)c2C)CCC(c2ccnn2C)C1	empty	empty	empty	[Pd]	0.0
350	O=C(Nc1nnn[nH]1)c1cccc([N+](=O)[O-])c1	Nc1cccc(C(=O)Nc2nnn[nH]2)c1	empty	empty	CCO	empty	0.0
351	CC(C)Cn1c(CN=[N+]=[N-])nc2c(N)nc3ccccc3c21	CC(C)Cn1c(CN)nc2c(N)nc3ccccc3c21	empty	empty	CCO	empty	0.0
352	COc1ccc2c(c1)C(=CC#N)CCC2	COc1ccc2c(c1)C(=CCN)CCC2	empty	empty	CCO	empty	0.0
353	CCOC(=O)C[C@H](NC(=O)OCc1ccccc1)c1cccc([N+](=O)[O-])c1	CCOC(=O)C[C@H](NC(=O)OCc1ccccc1)c1cccc(N)c1	empty	CC(=O)O.OC(=O)[O-].[Na+]	empty	empty	0.0
354	N#Cc1ccc([N+](=O)[O-])c(Nc2ccc(F)cc2F)c1	N#Cc1ccc(N)c(Nc2ccc(F)cc2F)c1	empty	[Cl-].[NH4+]	empty	empty	0.0
355	COC(=O)CS(=O)(=O)c1cc(C)ccc1[N+](=O)[O-]	COC(=O)CS(=O)(=O)c1cc(C)ccc1N	empty	[H][H]	empty	empty	0.0
356	COc1cc2ncc3c(N)nc(-c4cncc(OC[C@@H]5CN5)c4)cc3c2cc1OCO=P(Cl)(c1ccccc1)c1ccccc1	COc1cc2ncc3c(N)nc(-c4cncc(OC[C@@H]5CN5P(=O)(c5ccccc5)c5ccccc5)c4)cc3c2cc1OC	empty	CCN(C(C)C)C(C)C, CO	empty	empty	0.0
357	CCc1nc(OCCO)c2cc(N)cc(F)c2n1C[Si](C)(C)C#NO=C1CCC1	CCc1nc(OCCO)c2cc(NC3(C#N)CCC3)cc(F)c2n1	empty	O=S(O[Na])O[Na], O=S(=O)(O[Na])O[Na], Cl[Zn]Cl, C1CCOC1	empty	empty	0.0
358	Cc1cnc(C(O)c2ccn3c(C(F)(F)F)nnc3c2C)cc1CO[Si](C)(C)C(C)(C)CO=S(Cl)Cl	Cc1cnc(C(Cl)c2ccn3c(C(F)(F)F)nnc3c2C)cc1CO[Si](C)(C)C(C)(C)C	empty	CC(C)(C)c1cccc(C(C)(C)C)n1, ClCCl	empty	empty	0.0
359	CC(C)(Cl)C(=NO)c1ccc(Br)c(C(F)(F)F)c1	CC(C)(Cl)C(=O)Nc1ccc(Br)c(C(F)(F)F)c1	empty	O=P(O)(O)O, O, O	empty	empty	0.0
360	CCOC(=O)c1c(O)cc(CC)n(-c2ccc(OC)cc2)c1=OO=P(Cl)(Cl)Cl	CCOC(=O)c1c(Cl)cc(CC)n(-c2ccc(OC)cc2)c1=O	empty	CC#N	empty	empty	0.0
361	ClCOc1cc2c(=O)cc(C=O)[nH]c2c2ncccc12NO	COc1cc2c(=O)cc(C=NO)[nH]c2c2ncccc12	empty	O	empty	empty	0.0
362	COc1ccc(C(=O)C(CC(=O)C2CCN(C(=O)OCc3ccccc3)CC2)c2ccc(OC)cc2)cc1	COc1ccc(-c2cc(C3CCNCC3)oc2-c2ccc(OC)cc2)cc1	empty	O=S(=O)(O)O, O=C(O)O[Na]	empty	empty	0.0
363	CCC[C@@H](NC(=O)OC(C)(C)C)C(=O)OCc1ccc(S)cc1	CCC[C@@H](NC(=O)OC(C)(C)C)C(=O)Sc1ccc(C)cc1	empty	C(=NC1CCCCC1)=NC1CCCCC1, On1nnc2ccccc21, CCOC(C)=O	empty	empty	0.0
364	COC(=O)c1cc(Cc2ccc(-n3cccn3)cc2)c(OC)cc1OS(=O)(=O)C(F)(F)FC=C[Sn](CCCC)(CCCC)CCCC	C=Cc1cc(OC)c(Cc2ccc(-n3cccn3)cc2)cc1C(=O)OC	empty	Cl[Pd](Cl)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1, CN(C)C=O, F[K], [Li]Cl	empty	empty	0.0
365	CC(C)ON#Cc1ccc(N2N=C3c4ccc(C(=O)O)cc4CC[C@@H]3[C@@H]2C2CCCC2)cc1Cl	CC(C)OC(=O)c1ccc2c(c1)CC[C@H]1C2=NN(c2ccc(C#N)c(Cl)c2)[C@H]1C1CCCC1	empty		empty	empty	0.0
366	COC(CO)COc1nc2c(ccn2COCC[Si](C)(C)C)cc1NS(=O)(=O)c1ccc(C)cc1	COC1COc2nc3c(ccn3COCC[Si](C)(C)C)cc2N(S(=O)(=O)c2ccc(C)cc2)C1	empty	c1ccc(P(c2ccccc2)c2ccccc2)cc1, CCOC(=O)/N=N/C(=O)OCC, C1CCOC1, ClCCl, N#N	empty	empty	0.0
367	COC(=O)CCS(=O)(=O)c1ccc(C2CC(O)(c3ccc(OCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)cc3Cl)C2)cc1	O=S(O)c1ccc(C2CC(O)(c3ccc(OCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)cc3Cl)C2)cc1	empty	CO, CO[Na]	empty	empty	0.0
368	CC(C)(C)OC(=O)N=P(c1ccccc1)(c1ccccc1)c1ccccc1O=C(c1ccccc1F)C(F)(F)F	CC(C)(C)OC(=O)/N=C(/c1ccccc1F)C(F)(F)F	empty	O=P(c1ccccc1)(c1ccccc1)c1ccccc1, Cc1ccccc1, CCCCCC	empty	empty	0.0
369	COc1nnccc1COCS(=O)(=O)Cl	COc1nnccc1COS(C)(=O)=O	empty	CCN(C(C)C)C(C)C, ClCCl	empty	empty	0.0
370	CC(C)(O)CCCc1ccccc1N#CCCl	CC(C)(CCCc1ccccc1)NC(=O)CCl	empty	CC(=O)O, O=S(=O)(O)O, ClCCl	empty	empty	0.0
371	CC(=O)CCC(=O)c1cc(Br)ccc1OCc1ccc(F)cc1CC(=O)Nc1cc(N)cc(C(=O)O)c1	CC(=O)Nc1cc(C(=O)O)cc(-n2c(C)ccc2-c2cc(Br)ccc2OCc2ccc(F)cc2)c1	empty	CCOC(C)=O, Cc1ccc(S(=O)(=O)O)cc1, CN1CCCC1=O	empty	empty	0.0
372	CCOC(=O)CBrFC(F)(F)c1n[nH]c2c1CC1CC21	CCOC(=O)Cn1nc(C(F)(F)F)c2c1C1CC1C2	empty		empty	empty	0.0
373	Clc1ccnc(Cl)n1Clc1ccc(OC2CNC2)c(Cl)c1	Clc1ccc(OC2CN(c3ccnc(Cl)n3)C2)c(Cl)c1	empty	CC(C)O	empty	empty	0.0
374	COc1c(C=O)cc(S(N)(=O)=O)cc1-c1cccc(NC(N)=O)c1O=C(Cl)Cc1ccccc1	COc1c(C=O)cc(S(=O)(=O)NC(=O)Cc2ccccc2)cc1-c1cccc(NC(N)=O)c1	empty		empty	empty	0.0
375	C[C@@H]1CC[C@H](C=O)N1C(=O)OC(C)(C)C	C#C[C@H]1CC[C@@H](C)N1C(=O)OC(C)(C)C	empty	COP(=O)(OC)C(=[N+]=[N-])C(C)=O, O=C(O[K])O[K], CO	empty	empty	0.0
376	CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)CO=S(=O)(OC1=CCC2(CC1)OCCO2)C(F)(F)F	CC1(C)OB(C2=CCC3(CC2)OCCO3)OC1(C)C	empty	C1=CC([Fe]C2(P(c3ccccc3)c3ccccc3)C=CC=C2)(P(c2ccccc2)c2ccccc2)C=C1, C1COCCO1, CC(=O)O[K], Cl[Pd]Cl, [Na]Br	empty	empty	0.0
377	CCC1(N2C(=O)C(=O)c3ccccc32)CNc2ccccc21CC(=O)c1ccc(N)cc1	CCC1(N2C(=O)C(O)(CC(=O)c3ccc(N)cc3)c3ccccc32)CNc2ccccc21	empty	CCOC(C)=O, C1CCCCC1, CCCCC	empty	empty	0.0
378	OC(c1ccccc1)(c1ccccc1)C12CCN(CC1)CC2Fc1cccc(OCCCBr)c1	OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCCOc3cccc(F)c3)(CC1)CC2	empty	CC#N	empty	empty	0.0
379	Cc1cc(C)cc(-n2cc(CO)nn2)c1CCc1cnc(Cl)nc1	CCc1cnc(OCc2cn(-c3cc(C)cc(C)c3)nn2)nc1	empty		empty	empty	0.0
380	CCIO=C1c2cccc(Br)c2CCN1CCO	CCOCCN1CCc2c(Br)cccc2C1=O	empty	O, O, CCOCC, CS(C)=O, O[K]	empty	empty	0.0
381	COc1cc2c(cc1OCc1ccccc1)CCN(C(=O)OC(C)(C)C)C2CS(=O)(=O)c1nnnn1-c1ccccc1CS(=O)(=O)c1cccc(C=O)c1	COc1cc2c(cc1OCc1ccccc1)CCNC2/C=C/c1cccc(S(C)(=O)=O)c1	empty	[Li]N([Si](C)(C)C)[Si](C)(C)C, C1CCOC1	empty	empty	0.0
382	CCOC(=O)c1c(C)c(C(C)(O)C(F)(F)S(=O)(=O)c2ccccc2)nn1CC1CC(F)(F)C1	C=C(c1nn(CC2CC(F)(F)C2)c(C(=O)OCC)c1C)C(F)(F)S(=O)(=O)c1ccccc1	empty	O, Cc1ccccc1	empty	empty	0.0
383	CCC(=O)CC(=O)C(F)(F)FO=Cc1cc(Cl)cc(Cl)c1	CCC(=O)C(=Cc1cc(Cl)cc(Cl)c1)C(=O)C(F)(F)F	empty	CC(=O)C(=Cc1cc(Cl)cc(Cl)c1)C(C)=O	empty	empty	0.0
384	N#Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1FCS[Na]	CSc1cc(-c2ccc(C(F)(F)F)cc2)ccc1C#N	empty	CN(C)C=O, O	empty	empty	0.0
385	CC(C)(C)OC(=O)N1CCN([C@@H]2c3ccccc3OCC[C@H]2O)CC1	CC(C)(C)OC(=O)N1CCN(C2C(=O)CCOc3ccccc32)CC1	empty	CCN(CC)CC, O=C(Cl)C(=O)Cl, CS(C)(=O)=O, ClCCl, O	empty	empty	0.0
386	CC1CCC(c2ccc3[nH]c(=O)ccc3c2)=NC1	CC1CCC(c2ccc3[nH]c(=O)ccc3c2)NC1	empty	O, [Na+], CO, [BH4-]	empty	empty	0.0
387	CC(C)c1cc(C(C)C)c(S(=O)(=O)Oc2ccn(C(c3ccccc3)(c3ccccc3)c3ccccc3)c(=O)n2)c(C(C)C)c1CCCC[Sn](C#Cc1ccccc1)(CCCC)CCCC	O=c1nc(C#Cc2ccccc2)cc[nH]1	empty	c1ccc(P(c2ccccc2)(c2ccccc2)[Pd](P(c2ccccc2)(c2ccccc2)c2ccccc2)(P(c2ccccc2)(c2ccccc2)c2ccccc2)P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1, CN(C)C=O, N#N, [Cu]I	empty	empty	0.0
388	O=C(O)c1nc2n(n1)[C@H](C1CC1)C[C@@H]2FCNOCCl	CON(C)C(=O)c1nc2n(n1)[C@H](C1CC1)C[C@@H]2F	empty	CCN=C=NCCCN(C)C, On1nnc2ccccc21, CCN(C(C)C)C(C)C, ClCCl, Cl	empty	empty	0.0
389	C[C@H](CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)C(=O)N=[N+]=[N-]	C[C@H](CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)N=C=O	empty	Cc1ccccc1, N#N	empty	empty	0.0
390	CC1(NC(=O)c2cccc(Nc3ccc(C(=O)O)cc3C3CC3)c2Cl)CC1N=C1NCCN1Br	CC1(NC(=O)c2cccc(Nc3ccc(C(=O)N=C4NCCN4)cc3C3CC3)c2Cl)CC1	empty	CCN(C(C)C)C(C)C, CN(C)C=O	empty	empty	0.0
391	CC(C)[Si](OS(=O)(=O)C(F)(F)F)(C(C)C)C(C)CCOC(=O)c1nnsc1CO	COC(=O)c1nnsc1CO[Si](C(C)C)(C(C)C)C(C)C	empty	Cc1cccc(C)n1, ClCCl	empty	empty	0.0
392	Cc1cc2nn(CC(C)(N)C#N)nc2cc1ClFC(F)(F)c1ccc(C(=S)Cl)cc1	Cc1cc2nn(CC(C)(C#N)NC(=S)c3ccc(C(F)(F)F)cc3)nc2cc1Cl	empty	CCCCCCC, CCOC(C)=O	empty	empty	0.0
393	Cc1cccc(Cn2nc(I)c3c([N+](=O)[O-])cccc32)n1C[Sn](C)(C)C	Cc1cccc(Cn2nc(C)c3c([N+](=O)[O-])cccc32)n1	empty	Cc1ccccc1P(c1ccccc1C)c1ccccc1C, O=C(/C=C/c1ccccc1)/C=C/c1ccccc1, O=C(/C=C/c1ccccc1)/C=C/c1ccccc1, O=C(/C=C/c1ccccc1)/C=C/c1ccccc1, CCN(CC)CC, CN(C)C=O, N#N, [Pd], [Pd]	empty	empty	0.0
394	CC(C)[Mg]ClO=C(Cn1cncn1)c1ccc(Oc2ccc(Cl)cc2)cc1Cl	CC(C)C(O)(Cn1cncn1)c1ccc(Oc2ccc(Cl)cc2)cc1Cl	empty	CCCC, ClCCl, [Mg]Br	empty	empty	0.0
395	C=ONCC1OCCc2c1sc1ccccc21	CN(C)CC1OCCc2c1sc1ccccc21	empty	O, O, O=CO	empty	empty	0.0
396	CCOC(=O)C1CCN(S(=O)(=O)c2ccccc2)CC1Br[Mg]C1CCCCC1	O=C(C1CCCCC1)C1CCN(S(=O)(=O)c2ccccc2)CC1	empty	CCOCC, N#N, C1CCOC1	empty	empty	0.0
397	CCC(=O)OC(=O)CCCON1C(=O)[C@H](N)Cc2ccccc21	CCC(=O)N[C@@H]1Cc2ccccc2N(OC)C1=O	empty	O, O=C(O[Na])O[Na], O=C(O)O[Na]	empty	empty	0.0
398	COO=C(O)c1cc(Br)c(Br)o1	COC(=O)c1cc(Br)c(Br)o1	empty	COC(=O)c1cc(Br)co1, O=S(=O)(O)O, C1CCOC1	empty	empty	0.0
399	C[C@H](CCC=O)[C@H]1CCC2C(O[Si](C)(C)C)CCC[C@@]21CC=C(COC(C)=O)C[Si](C)(C)C	C=C(COC(C)=O)CC(O)CC[C@@H](C)[C@H]1CCC2C(O[Si](C)(C)C)CCC[C@@]21C	empty	CCN(CC)CC, ClCCl	empty	empty	0.0
400	CC1(C)Oc2ccc(C#N)cc2[C@@H](c2ccccn2)[C@H]1O	CC1(C)Oc2ccc(C#N)cc2[C@@H](c2cccc[n+]2[O-])[C@H]1O	empty	CC#N	empty	empty	0.0
401	COc1cccc(/C=C/CO)c1CCC(OC)(OC)N(C)C	C=CC(c1cccc(OC)c1)C(C)C(=O)N(C)C	empty	O, Cc1ccccc1C	empty	empty	0.0
402	CCOC(=O)CC(C)=OCc1cccc(NN)n1	Cc1cccc(-n2nc(C)cc2O)n1	empty	CCOC(C)=O, CC(=O)O	empty	empty	0.0
403	CCCCCCCCCCCCCCCCCCOC[C@H](CO[Si](C(C)C)(C(C)C)C(C)C)Oc1cccc(OC)n1	CCCCCCCCCCCCCCCCCCOC[C@H](CO)Oc1cccc(OC)n1	empty	CCOC(C)=O, C1CCOC1	empty	empty	0.0
404	c1ccc(P(c2ccccc2)c2ccccc2)cc1CCOC(=O)C(C)(C)CCCBr	CCOC(=O)C(C)(C)CCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1	empty	Cc1ccccc1	empty	empty	0.0
405	CCc1nc(-c2ccc(Cl)cc2Cl)c(CC)nc1N[C@@H]1CN(C(=O)OCc2ccccc2)C[C@H]1OO=C(O)c1ccc([N+](=O)[O-])cc1	CCc1nc(-c2ccc(Cl)cc2Cl)c(CC)nc1N[C@@H]1CN(C(=O)OCc2ccccc2)C[C@@H]1OC(=O)c1ccc([N+](=O)[O-])cc1	empty	c1ccc(P(c2ccccc2)c2ccccc2)cc1, CC(C)(C)OC(=O)N=NC(=O)OC(C)(C)C, O=C(O)O[Na], C1CCOC1	empty	empty	0.0
406	C=CCOS(=O)(=O)C(F)(F)FClc1nsc(Cl)c1Cl	C=CC[n+]1sc(Cl)c(Cl)c1Cl	empty	ClC(Cl)(Cl)Cl	empty	empty	0.0
407	[I-]CN(C)S(=O)(=O)/N=C1\[C@@H]2CC[C@H]1Cc1ccc(-c3cc(-c4ccc(F)cc4)n(C)n3)cc1C2C[S+](C)(C)=O	CN(C)S(=O)(=O)N1CC12[C@@H]1CC[C@H]2Cc2ccc(-c3cc(-c4ccc(F)cc4)n(C)n3)cc2C1	empty	CS(C)=O, N#N, [NaH]	empty	empty	0.0
408	Cc1cc2noc(-c3ccccc3)c2cc1ClCC(C)(C)OF[B-](F)(F)F[H+]	Cc1cc2c(cc1Cl)c(-c1ccccc1)o[n+]2C(C)(C)C	empty	CCOCC, C[N+](=O)[O-]	empty	empty	0.0
409	OCOc1ccc(B(O)O)cn1Nc1ccccc1O=CC(=O)O	COc1ccc(C(Nc2ccccc2)C(=O)O)cn1	empty	CC#N	empty	empty	0.0
410	CCOC(=O)c1c(C)[nH]c(C=O)c1CCCN(C)CCNS(=O)(=O)c1ccc2c(c1)CC(=O)N2	CCOC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(S(=O)(=O)NC)cc32)c1CCCN(C)C	empty		empty	empty	0.0
411	CS(=O)(=O)N1CCc2[nH]nc(-c3ccc(C(F)(F)F)cc3)c2C1CC(C)(C)[Si](C)(C)OC[C@H]1CO1	CS(=O)(=O)N1CCc2c(c(-c3ccc(C(F)(F)F)cc3)nn2C[C@@H](O)CO)C1	empty	O=C(O[Cs])O[Cs], CN(C)C=O	empty	empty	0.0
412	COc1ccc(Cl)nn1CC(C)(C)C(N)=O	COc1ccc(NC(=O)C(C)(C)C)nn1	empty	c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1, O=C(/C=C/c1ccccc1)/C=C/c1ccccc1, O=C(/C=C/c1ccccc1)/C=C/c1ccccc1, O=C(/C=C/c1ccccc1)/C=C/c1ccccc1, O=C(O[Cs])O[Cs], C1COCCO1, [Pd], [Pd]	empty	empty	0.0
413	N=C(c1ccc(CC(F)(F)F)cc1)c1ccc(CC(F)(F)F)cc1	NC(c1ccc(CC(F)(F)F)cc1)c1ccc(CC(F)(F)F)cc1	empty	[Na+], [BH4-]	empty	empty	0.0
414	Cc1ccc(S(=O)(=O)Cl)cc1N[C@@H](Cc1ccc([N+](=O)[O-])cc1)C(=O)O	Cc1ccc(S(=O)(=O)N[C@@H](Cc2ccc([N+](=O)[O-])cc2)C(=O)O)cc1	empty		empty	empty	0.0
415	CNc1cc(-n2ccc(OCc3ccc(F)cc3)cc2=O)ccc1NCC1CC1C(=O)O	CC1CC1c1nc2ccc(-n3ccc(OCc4ccc(F)cc4)cc3=O)cc2n1C	empty	CN(C)C(On1nnc2cccnc21)=[N+](C)C, CCN(C(C)C)C(C)C, F[P-](F)(F)(F)(F)F, CN(C)C=O	empty	empty	0.0
416	COCCOCCOCCNO=C(Nc1ccc(Oc2ccnc3cc(-c4ccc(CN5CCN(C(=O)Oc6ccc([N+](=O)[O-])cc6)CC5)cn4)sc23)c(F)c1)NC1CC1	COCCOCCOCCNC(=O)N1CCN(Cc2ccc(-c3cc4nccc(Oc5ccc(NC(=O)NC6CC6)cc5F)c4s3)nc2)CC1	empty	[NH4+], [Cl-], CN1CCCC1=O	empty	empty	0.0
417	COc1ccc2c(c1)cc(CO)n2Cc1ccc(C(C)(C)C)cc1CC(=O)Cl	COc1ccc2c(c1)cc(COC(C)=O)n2Cc1ccc(C(C)(C)C)cc1	empty		empty	empty	0.0
418	ClCOc1cc(-c2cccc3cc([C@H](C)Nc4nc(N)ncc4C(=O)N(C)C)n(-c4ccccc4)c(=O)c23)ccn1C1CNC1	COc1cc(-c2cccc3cc([C@H](C)Nc4nc(N)ncc4C(=O)N4CCC4)n(-c4ccccc4)c(=O)c23)ccn1	empty		empty	empty	0.0
419	OCc1cc2cc(Cl)ccc2s1	O=Cc1cc2cc(Cl)ccc2s1	empty	O=C1CCC(=O)N1Cl, Cc1ccccc1, CCN(CC)CC, CCOCC, CSC	empty	empty	0.0
420	COC(=O)c1cc(C(C)O)c2nc(N3CCOCC3)cc(=O)n2c1BrP(Br)Br	COC(=O)c1cc(C(C)Br)c2nc(N3CCOCC3)cc(=O)n2c1	empty	CCOC(C)=O, ClCCCl	empty	empty	0.0
421	CCCC[Sn](CCCC)(CCCC)c1ccccn1COC(=O)c1nccnc1Cl	COC(=O)c1nccnc1-c1ccccn1	empty	c1ccc(P(c2ccccc2)(c2ccccc2)[Pd](P(c2ccccc2)(c2ccccc2)c2ccccc2)(P(c2ccccc2)(c2ccccc2)c2ccccc2)P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1, Cc1ccccc1	empty	empty	0.0
422	Cc1cc(C)cc(C(=O)N(NC(=O)c2ccc3c(c2C)OC(CO)CO3)C(C)(C)C)c1O=C=Nc1ccccc1	Cc1cc(C)cc(C(=O)N(NC(=O)c2ccc3c(c2C)O[C@@H](COC(=O)Nc2ccccc2)CO3)C(C)(C)C)c1	empty	CC#N, N#N	empty	empty	0.0
423	C/C=C(\C)C(=O)c1ccc(C)s1	Cc1cc2c(s1)C(=O)C(C)C2C	empty	O, O=S(=O)(O)O, Clc1ccccc1	empty	empty	0.0
424	Nc1cc(F)cc([N+](=O)[O-])c1CC(C)(C)S(=O)Cl	CC(C)(C)S(=O)Nc1cc(F)cc([N+](=O)[O-])c1	empty	CCOC(C)=O, c1ccncc1, ClCCl	empty	empty	0.0
425	C=Cc1ccc([Mg]Cl)cc1Brc1ccccc1	C=Cc1ccc(-c2ccccc2)cc1	empty	c1ccc([B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1, CC(C)(C)[PH+](C(C)(C)C)C(C)(C)C, CC(=O)O[Pd]OC(C)=O, C1CCOC1, [NH4+], O, [Cl-]	empty	empty	0.0
426	CCS(=O)(=O)c1cc(-c2ccc(C3(C#N)CC3)cc2)cnc1-c1nc2cc(Br)nnc2n1CC=C(OCC)[Sn](CCCC)(CCCC)CCCC	C=C(OCC)c1cc2nc(-c3ncc(-c4ccc(C5(C#N)CC5)cc4)cc3S(=O)(=O)CC)n(C)c2nn1	empty	Cl[Pd](Cl)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1, CN(C)C=O, [C-]#[O+], O	empty	empty	0.0
427	CC(C)(C)[S@](=O)/N=C/c1cc(F)cc(Br)c1C[N+](=O)[O-]	CC(C)(C)[S@](=O)N[C@H](C[N+](=O)[O-])c1cc(F)cc(Br)c1	empty	[Li]CCCC, C1CCOC1	empty	empty	0.0
428	COC(=O)ClCC(N)Cc1cccc(Cl)c1	COC(=O)NC(C)Cc1cccc(Cl)c1	empty	O=C(O[K])O[K], C1CCOC1	empty	empty	0.0
429	C/C=C(\O[Si](C)(C)C)C(=[N+]=[N-])C(=O)OCCCC(=O)C(F)(F)F	CCOC(=O)C(=[N+]=[N-])C(=O)C(C)C(C)(O)C(F)(F)F	empty	Cl[Ti](Cl)(Cl)Cl, ClCCl	empty	empty	0.0
430	O=c1[nH]c2cccc(Br)c2o1C[Si](C)(C)CCOCCl	C[Si](C)(C)CCOCn1c(=O)oc2c(Br)cccc21	empty	CN(C)C=O, O, [NaH]	empty	empty	0.0
431	COC(=O)[C@@H]1CC(F)(CO[Si](C)(C)C(C)(C)C)CN1C(=O)OC(C)(C)C	COC(=O)[C@@H]1CC(F)(CO)CN1C(=O)OC(C)(C)C	empty	CCCC[N+](CCCC)(CCCC)CCCC, C1CCOC1, O, [F-]	empty	empty	0.0
432	O=C(OCc1ccc([N+](=O)[O-])cc1)N1C[C@H](O)C[C@H]1CSc1nncs1O=C(S)c1ccccc1	O=C(S[C@H]1C[C@@H](CSc2nncs2)N(C(=O)OCc2ccc([N+](=O)[O-])cc2)C1)c1ccccc1	empty	c1ccc(P(c2ccccc2)c2ccccc2)cc1, CCOC(=O)N=NC(=O)OCC	empty	empty	0.0
433	COC(=O)c1cccc(N)c1CO=C1CCC(=O)N1Br	COC(=O)c1c(Br)ccc(N)c1C	empty	N#N	empty	empty	0.0
434	[I-]C[S+](C)(C)=OO=C1Nc2ccccc2/C1=C\c1ccc2cn[nH]c2c1	O=C1Nc2ccccc2[C@]12C[C@H]2c1ccc2cn[nH]c2c1	empty	CN(C)C=O, [NaH]	empty	empty	0.0
435	COS(=O)(=O)c1ccc(C)cc1COc1ccc2[se]c(C)nc2c1	COc1ccc2[se]c(C)[n+](C)c2c1	empty	ClC(Cl)Cl	empty	empty	0.0
436	COc1cc(C=O)cc(Cl)c1O	O=Cc1cc(O)c(O)c(Cl)c1	empty	O, N#N, ClCCl, BrB(Br)Br	empty	empty	0.0
437	C=C(CCC(F)(F)c1[nH]nc2c1CN(C(=O)OC(C)(C)C)CC2)CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C	C=C(CO)CCC(F)(F)c1[nH]nc2c1CN(C(=O)OC(C)(C)C)CC2	empty	CCCC[N+](CCCC)(CCCC)CCCC, C1CCOC1, O, [F-]	empty	empty	0.0
